short_name,full_name,type,width,length,area,solidity,asymmetry
AMA,amazona,ipadu,3.1961357106054793,7.164941641124422,15.486239181701421,0.9915632073375167,0.012967937634547393
AMA,amazona,ipadu,3.0019650533513813,6.005968235968895,12.381547794408107,0.9913172792265412,0.000235401
AMA,amazona,ipadu,3.435120070452495,6.970796167970265,16.668205391526044,0.9967029579642556,0.000597641
AMA,amazona,ipadu,3.3278670608061267,6.829744868541156,15.665321218466033,0.9930746892323568,0.001737158
AMA,amazona,ipadu,3.661304333658693,7.301318520218576,18.72201793231352,0.9967832377161285,0.000810162
AMA,amazona,ipadu,3.800716036870547,7.758953544741141,20.13235700722089,0.9936431008067925,0.001014547
AMA,amazona,ipadu,3.4215762650936385,7.0942090142815815,16.46233113915332,0.9941657800681727,0.000194805
AMA,amazona,ipadu,4.071551643657549,8.369511341289368,23.32575866316938,0.9959617948800487,0.000935537
AMA,amazona,ipadu,3.8178991699241855,7.640647086492237,20.381455326811192,0.9964633309862108,0.000883122
AMA,amazona,ipadu,2.9955052775939786,6.298488887834799,13.223350443938216,0.9935144063873158,0.000812219
AMA,amazona,ipadu,3.4947787143607973,7.213312825358156,17.481375608683265,0.9963396941785803,0.000750905
AMA,amazona,ipadu,3.631646727,7.530421008,18.109384821095773,0.991249825,0.00050283
AMA,amazona,ipadu,3.2771129733490465,6.687045772215692,15.472915880255186,0.9964054727671657,0.000135832
AMA,amazona,ipadu,3.521013328324762,7.604236110133943,18.465830232265944,0.989774838,0.001946763
AMA,amazona,ipadu,3.745952620377361,7.285542136036237,19.084734621320877,0.9950408982848236,0.00032142
AMA,amazona,ipadu,3.640737345070862,8.023785299228742,20.162980220514328,0.9912902970461906,0.000510809
AMA,amazona,ipadu,3.7459063831873554,7.2838183579608895,18.27474824219371,0.9954682749595875,0.000307792
AMA,amazona,ipadu,3.1096708895504133,6.342419785583167,13.33084153231539,0.9913293716695974,0.000503972
AMA,amazona,ipadu,3.5101958310060253,7.796829707690071,18.473648064125882,0.9912326123223202,0.000137764
BOB,boliviana blanca,ipadu,3.273511417963906,7.109886416643204,15.416871859170897,0.9888497588190874,0.000252858
BOB,boliviana blanca,ipadu,2.9932354824993945,6.685996281982074,13.142869258412247,0.9884414461407116,0.0004149
BOB,boliviana blanca,ipadu,3.052645386837354,6.547089950451294,13.122766660466823,0.9830196816464267,0.000246765
BOB,boliviana blanca,ipadu,3.5156888817775096,7.218109998283753,16.893945746405734,0.9847788847150084,0.000348858
BOB,boliviana blanca,ipadu,3.4232611601116307,7.675667796859495,17.17531934954559,0.9834539422824972,0.000456325
BOB,boliviana blanca,ipadu,3.837740655984536,8.541256630596504,21.624055234113257,0.9893244865358503,0.000178188
BOB,boliviana blanca,ipadu,3.6703629921789673,8.051479105646813,20.542557502189084,0.9921955144606295,0.00077771
BOB,boliviana blanca,ipadu,3.3521544451667467,7.358231723260484,16.107526571594462,0.9858825138453793,0.000231845
BOB,boliviana blanca,ipadu,3.8380995937290727,8.554398337192563,22.389663214039047,0.9942588942709562,0.000297981
BOB,boliviana blanca,ipadu,3.697775094915116,9.078969675100142,22.77133012754348,0.9904376966359221,0.000380917
BOB,boliviana blanca,ipadu,2.541243393767761,5.2486209127667935,8.878248908460137,0.9853298049424134,0.001926848
BOB,boliviana blanca,ipadu,2.9281964612636493,5.377907310880168,10.988097722174189,0.9876450348737754,0.00032293
BOB,boliviana blanca,ipadu,2.9952286241013715,6.791204004087703,14.246807561038167,0.9930834684910844,0.000506826
BOB,boliviana blanca,ipadu,2.769147917272833,6.4797560713185955,11.98906895804339,0.9837338348181015,0.001179063
BOB,boliviana blanca,ipadu,3.168015490827793,6.791369509937035,14.452668756640378,0.9861259722847295,0.001368321
BOB,boliviana blanca,ipadu,3.572504030919877,7.424828800885683,17.831591450716132,0.9941878089756779,0.000171509
BOB,boliviana blanca,ipadu,3.5537491921557027,7.743367971419019,18.61575459398273,0.9940307929520995,0.001283234
BOB,boliviana blanca,ipadu,4.018594278280189,8.445329535992181,23.397232597612856,0.9949923007905412,0.001618358
BOB,boliviana blanca,ipadu,3.167240424577491,6.7918436878219985,14.093593465903268,0.9825958555712535,0.000273663
BOB,boliviana blanca,ipadu,3.695282550485998,8.199034387,20.239757541583458,0.9909226767339689,0.000923484
BRO,boliviana rojo,coca,2.9659477520620063,6.791833687557682,14.028556475361711,0.9925928164806977,0.001224414
BRO,boliviana rojo,coca,3.8712262233469286,7.592378474188928,20.163244359365763,0.9945681977331119,0.000410693
BRO,boliviana rojo,coca,3.522315266833874,8.162879935477616,19.841081644869973,0.9965587278835358,0.000632019
BRO,boliviana rojo,coca,3.161347043915205,6.3414192198253945,13.779927706779745,0.9880885010950944,0.000762574
BRO,boliviana rojo,coca,3.6468290762472595,8.426200447465959,21.64849619932329,0.9951558189663952,0.001010806
BRO,boliviana rojo,coca,3.505724316,7.722415814378783,18.931371798585587,0.9954353041168167,0.001431745
BRO,boliviana rojo,coca,3.1971349999981005,6.7910422931971475,14.587422945985509,0.9883367809096714,0.002927759
BRO,boliviana rojo,coca,3.5590334795338023,7.988028179989655,19.470540700085166,0.9959994370591767,0.000555031
BRO,boliviana rojo,coca,3.5184053172354837,7.462011135173029,18.675973058622276,0.9963840783254233,0.000247216
BRO,boliviana rojo,coca,3.3083669479556805,7.5293562568830925,17.33233455520758,0.9938311698150387,0.000206749
BRO,boliviana rojo,coca,2.6765588666646156,5.7714302896303185,10.88114170324343,0.9942092850692477,0.000950964
BRO,boliviana rojo,coca,3.379304966171123,6.511055005044751,15.288922710240058,0.995213539,0.000339971
BRO,boliviana rojo,coca,3.440923404926645,7.470899320677976,18.032618298592297,0.9962944001983226,0.001470344
BRO,boliviana rojo,coca,3.251279141340322,6.793447982,15.393625186780355,0.9896914310773233,0.000465491
BRO,boliviana rojo,coca,3.240142898010137,7.424442227366992,16.90448417412881,0.9948644163335965,0.001201275
BRO,boliviana rojo,coca,2.921699818462983,6.547601760375489,13.167239208122737,0.9927544419278558,0.000318128
BRO,boliviana rojo,coca,3.307289500811331,7.8827798886195675,18.28059361593978,0.9955053319709152,0.000133564
BRO,boliviana rojo,coca,3.148248172511175,6.775122198315378,14.58953072028271,0.9919253706035169,0.0010092
BRO,boliviana rojo,coca,3.0234122432569874,6.658732588659415,14.158673179340894,0.9908459843550605,0.001330982
BRO,boliviana rojo,coca,3.248972260661291,6.642694783382956,15.038327016856783,0.9944008942928959,0.00012389
CHA,chiparra,coca,3.248555815490138,5.578548983068464,11.999936192056339,0.9881259756970308,0.000222107
CHA,chiparra,coca,3.3169625904684388,6.722897354250369,15.511658517905744,0.9967298006784602,0.002121963
CHA,chiparra,coca,3.210922080832547,6.497127497313267,14.423363310225795,0.9944545278602884,0.003489462
CHA,chiparra,coca,3.8352253191843833,6.932295849379294,18.377476972976638,0.9921224254837143,0.00122024
CHA,chiparra,coca,4.187734535410617,8.129394187,23.53902946879043,0.99717047,0.000905091
CHA,chiparra,coca,3.5689963542097196,7.239349347940477,17.47665034065858,0.9925983797019535,0.000578285
CHA,chiparra,coca,3.600042489266148,7.251174353,17.71327299151335,0.9944631890408654,0.00049355
CHA,chiparra,coca,3.282185958780606,5.704303483347692,12.627320670326753,0.991377749,0.000430801
CHA,chiparra,coca,3.3494805910090415,6.433166438389166,14.81149012055721,0.9931167226657942,0.000278754
CHA,chiparra,coca,3.951967625631206,7.460892924022753,20.30100268009528,0.9903814595542602,0.00042921
CHA,chiparra,coca,3.182359866975898,5.770584663848951,12.226119550566636,0.9919096563469384,0.000500269
CHA,chiparra,coca,2.9241624183903348,6.1167921154966685,12.451226300911912,0.9915345072607568,0.001403464
CHA,chiparra,coca,3.2757404309922364,6.122358712766381,13.31980744359953,0.9897328589085893,0.001098031
CHA,chiparra,coca,2.9985821628106164,5.914554154785077,11.885292277862845,0.9884580734451959,0.000482785
CHA,chiparra,coca,3.9351324736327538,8.236986939376134,21.96208187415732,0.9945222326894159,0.001057044
CHA,chiparra,coca,3.4494547446866104,6.967541409577265,16.674948613558172,0.99587358,0.000363225
CHA,chiparra,coca,3.2690775836599624,6.230532413940891,14.091431265536812,0.9894293371542552,0.000504659
CHA,chiparra,coca,3.096419058555667,5.805770811452631,12.306439365625465,0.9917999167624275,0.001025807
CHA,chiparra,coca,3.775064827878343,7.114217238261461,19.425167407377558,0.9966132180131558,0.000198936
CHA,chiparra,coca,3.2797877685505155,5.947185938388731,13.942685603987684,0.996128292,0.00072931
CHI,chirosa,coca,3.5232221314741077,6.7580377494777295,16.311430934100827,0.9932315500610697,0.003132858
CHI,chirosa,coca,3.2738362528716065,5.946821478074544,13.282266825407532,0.9905241151066443,0.000411431
CHI,chirosa,coca,3.999729616611142,8.123700132839641,21.626082662985937,0.988408108,9.982825044750423e-05
CHI,chirosa,coca,4.5059214851962075,7.637245669348427,23.934763973616555,0.9884235028815406,0.001576875
CHI,chirosa,coca,4.268435634844241,8.343729512419525,25.123830538238508,0.9961568752167361,0.000556871
CHI,chirosa,coca,3.086841314644839,6.758530514455366,14.82524318064361,0.9918928769522842,0.001509512
CHI,chirosa,coca,3.148292621504086,5.436698191915384,12.345223114020428,0.9930912012182294,0.001628376
CHI,chirosa,coca,3.3455932055033584,6.544731313708425,14.97253644427201,0.9950943681421501,0.000795135
CHI,chirosa,coca,4.398320709834655,9.078114012102862,27.05985028369514,0.993000029,0.000227568
CHI,chirosa,coca,4.126829476173224,8.414066135155236,23.63483495645778,0.9853698854903746,0.000367655
CHI,chirosa,coca,3.696732595438176,6.931837922358682,17.48985567162299,0.9876190141874558,0.001834196
CHI,chirosa,coca,3.303571860915566,6.746773510356637,15.359059957397221,0.9888662958112746,0.000281558
CHI,chirosa,coca,3.975590666981966,7.9538507968431436,21.361010170074678,0.9855541848898203,0.002578532
CHI,chirosa,coca,3.6338846436755565,7.8152212900811335,19.186571088048368,0.9922192910398598,0.000386222
CHI,chirosa,coca,4.011879226235597,7.861220050099783,21.56261261,0.9904665305642573,0.000253244
CHI,chirosa,coca,4.575128374,7.742578229,24.651207646567855,0.9928269286639232,0.000217241
CHI,chirosa,coca,3.375906839916137,7.283750666,16.956184561036935,0.9901956844453049,0.000638376
CHI,chirosa,coca,4.543909121072756,8.519492292199269,25.72482447804032,0.9877721224934567,0.000245529
CHI,chirosa,coca,4.231951222011871,7.766092581889511,21.498602430533083,0.9742028790302537,0.003253438
CHI,chirosa,coca,3.7658594505257748,7.178054882310857,19.206662229766152,0.9951103520095896,0.005820653
CRE,crespa,truxillense,2.2685218058433154,5.456153477,8.415839989,0.9924943971177843,0.000371985
CRE,crespa,truxillense,2.2213546218103604,5.491639727819851,8.193090969796685,0.9928690998847713,0.00036636
CRE,crespa,truxillense,2.2381996844222423,4.678100469,6.943475172840408,0.9879363384764029,0.000788946
CRE,crespa,truxillense,2.3722151855763753,5.630422085988276,9.385203044,0.9945403689113942,0.000398027
CRE,crespa,truxillense,2.0759331398289786,5.242859154450408,7.023008323899376,0.9852407783643758,0.000286456
CRE,crespa,truxillense,2.265414068627182,5.109242692832684,7.786002548404213,0.9852768953995974,0.000918793
CRE,crespa,truxillense,2.451364465006532,5.883390266467017,10.11171257118258,0.9959669691147055,0.000406325
CRE,crespa,truxillense,2.2985325725332553,5.4894392366362785,8.805355468539801,0.992338261,0.000420814
CRE,crespa,truxillense,2.616468181870487,6.133641728448158,11.083852675291837,0.9938446189416734,0.002023766
CRE,crespa,truxillense,2.082599198941213,4.903760048958509,7.072287878519546,0.9912342997831671,0.001160939
CRE,crespa,truxillense,2.114627548840465,4.722427405309383,6.3516634079569485,0.982699005,0.001481926
CRE,crespa,truxillense,1.6934311638876656,3.8713810553976344,4.214371203758219,0.9805388195745599,0.001280798
CRE,crespa,truxillense,2.3359436637934614,5.226278459518455,8.120043138,0.9891113091763648,0.005584247
CRE,crespa,truxillense,1.6222163468760167,4.153187114477085,4.561247806696429,0.9819452019548538,0.000609148
CRE,crespa,truxillense,1.8433243279876477,4.625356778197535,5.435076645721892,0.9866927618780557,0.000292065
CRE,crespa,truxillense,2.0429791621427995,4.152105431718461,5.704381596956864,0.987276921,0.000489842
CRE,crespa,truxillense,2.075013000476746,5.103473944666644,6.677228117000595,0.9802637086457777,0.0049039
CRE,crespa,truxillense,2.5801617663358734,6.091234979073487,10.663609193860339,0.992602203,0.000561022
CRE,crespa,truxillense,1.8882827230555694,5.394381252526334,7.052751868970972,0.9317972218956176,0.018117484040771646
CRE,crespa,truxillense,2.486259120550381,5.051709260278315,8.04668245,0.9831239047584661,0.016674769830825227
DUL,dulce,coca,2.751440882382104,5.598421887326192,10.834434338479696,0.990136316,0.000512542
DUL,dulce,coca,2.926227565451062,6.346180330790061,12.746180414236278,0.993495817,0.000367289
DUL,dulce,coca,2.507507185424539,5.139687647705851,9.026123635678687,0.994749628,0.002070561
DUL,dulce,coca,2.464437647316453,5.665136166689608,9.890755200332478,0.9933027158382189,0.002737835
DUL,dulce,coca,3.3621014413197745,7.745801657920026,18.231169749257788,0.9971110531853985,0.004356047
DUL,dulce,coca,2.4278869642859258,5.295730423,8.839967523595988,0.9916672161428898,0.001351067
DUL,dulce,coca,3.208435765,6.229393515598504,14.198357868610856,0.9947441724960882,0.001320423
DUL,dulce,coca,3.139683833379358,6.229237407260794,13.749000623772645,0.9937984023380783,0.000399789
DUL,dulce,coca,2.988531185,6.057203860801485,12.928060345077029,0.9924203431054196,0.002547027
DUL,dulce,coca,3.2408004161869233,6.554121836142243,14.860815355451905,0.9935357009421252,0.000694526
DUL,dulce,coca,2.943950450607236,7.186730419201991,14.866729646030763,0.9929765873034595,0.001664618
DUL,dulce,coca,2.769110123751889,5.320020973234579,10.214038057016296,0.9949437628256457,0.000247329
DUL,dulce,coca,2.9383332001538394,6.336388056555009,13.320533604274715,0.9959200088867932,0.000118927
