short_name,full_name,type,width,length,area,solidity,asymmetry
DUL,dulce,coca,2.7460142004967514,6.087328769466081,11.644988307898984,0.9942492843533098,0.00173248
DUL,dulce,coca,3.2696764654862003,6.911656802011484,15.80601616847207,0.9946639768646612,0.000161133
DUL,dulce,coca,3.0609748874861413,6.809447052974955,14.915363906172843,0.99285846,0.003190308
DUL,dulce,coca,2.815663697916622,6.332523757,12.433198480322062,0.9940710454685374,0.002224694
DUL,dulce,coca,3.451662998870316,7.377749326924171,17.406900221986234,0.9909300093000333,0.00022223
DUL,dulce,coca,3.0955418537356847,6.512893644179993,14.406281800473607,0.9941283795241654,0.003130913
DUL,dulce,coca,3.379354523178854,6.539688298828304,15.550025212099172,0.9920860543307294,0.002353854
GIG,gigante,ipadu,4.256959011351767,8.032160891864438,22.782238127198525,0.9886078731252494,0.001969771
GIG,gigante,ipadu,3.695428249695972,7.142831413167375,18.45592190505613,0.9924756406847421,0.000475472
GIG,gigante,ipadu,3.809573149110201,7.389486446272697,20.281970849179743,0.995782842,0.000206005
GIG,gigante,ipadu,3.7300877039228695,8.127221672135594,21.100794821144518,0.9943440420510035,0.001654733
GIG,gigante,ipadu,4.288264414,8.151826821452095,24.545718476691036,0.9959395112561631,0.000357859
GIG,gigante,ipadu,4.046434360173167,7.7052096021672085,21.594383599429875,0.9977866052403597,0.000296323
GIG,gigante,ipadu,3.946899107,8.163937123828605,22.086748546918898,0.9968483102436323,0.000223853
GIG,gigante,ipadu,4.196296106870463,8.726424657248065,24.697186273801435,0.9971279525833371,0.000984855
GIG,gigante,ipadu,3.691090275565215,7.743895252955939,19.523928178393817,0.9955412581816337,0.00042266
GIG,gigante,ipadu,4.5544484317839835,8.929325849298632,28.73641459377677,0.995634164,0.000173983
GIG,gigante,ipadu,4.107308158642262,7.898234082907271,22.192968997494063,0.9951080093216105,0.000955341
GIG,gigante,ipadu,4.404337232778389,9.008028818524913,28.298062331839446,0.9974477755567951,0.000525629
GIG,gigante,ipadu,4.233997457791886,8.058436385,23.846089152268632,0.9978768664290623,0.000985839
GIG,gigante,ipadu,4.264723289376813,8.483539431860581,25.071801003583005,0.9971146597793065,0.000520819
GIG,gigante,ipadu,5.033307548580914,8.374884580029347,32.21282634374529,0.9979816124054864,0.001000875
GIG,gigante,ipadu,3.837411219748228,7.92162136,20.59539733,0.9936167766601999,0.000488382
GIG,gigante,ipadu,3.8166185886778603,8.379117739935463,21.88792990783486,0.9959520643843317,0.001466312
GIG,gigante,ipadu,4.3439236330490685,8.944077815915694,26.55242302737861,0.9960604305399202,0.000346028
GIG,gigante,ipadu,3.803819603727904,8.304020188278436,21.014664299351807,0.9940008239816842,0.000294371
GIG,gigante,ipadu,4.1479817734125595,8.785502174828192,24.65590618,0.9954812679548024,0.000615611
GUR,guayaba roja,coca,3.1094051404471745,6.672823766,14.6914833,0.9954356331704954,0.001288511
GUR,guayaba roja,coca,3.547931161653226,6.784281974717456,16.286739555184795,0.9950533861101603,0.003189547
GUR,guayaba roja,coca,3.168624936516852,6.161711565474466,13.500564784497783,0.9956695452861304,0.000483518
GUR,guayaba roja,coca,2.9521431456694422,6.512433221907423,12.904034074668743,0.9962064558843734,0.000505643
GUR,guayaba roja,coca,3.383322635555861,7.127246158080505,16.458812567805126,0.994064717,0.000153823
GUR,guayaba roja,coca,2.611708844432764,5.6301502098479865,9.821892306,0.9916719999266352,0.000449342
GUR,guayaba roja,coca,3.2406792008928624,5.987512840226936,13.350380680086346,0.9929286582760558,0.000278709
GUR,guayaba roja,coca,2.910158021644169,5.359578832642075,11.136589166796512,0.9947602913063205,0.000442262
GUR,guayaba roja,coca,3.5280466251776916,6.474626141656405,16.180286081024406,0.9953022684212277,0.000379771
GUR,guayaba roja,coca,3.7865582377462967,6.584520598518148,17.911844322840807,0.9946495284890631,0.000373745
GUR,guayaba roja,coca,3.566430968033485,6.533922462849324,16.58774896935074,0.9973866297444813,0.000224869
GUR,guayaba roja,coca,2.665089249457102,5.475130924065768,10.194285450003008,0.9953058604435912,0.000269468
GUR,guayaba roja,coca,3.4839264880761958,6.571438277673251,15.78762710177216,0.9932558976163743,0.000321342
GUR,guayaba roja,coca,3.705362455716312,6.763971073581085,17.22377244965537,0.9940387253963056,0.000723722
GUR,guayaba roja,coca,3.1971686419375525,6.862010579171242,14.929574601087552,0.9940950524912449,0.000945242
GUR,guayaba roja,coca,4.133389149172412,7.601270513576559,21.73873640685497,0.9920808343884946,0.002143628
GUR,guayaba roja,coca,3.603492903925213,7.413353021602834,17.924725508432857,0.995530644,0.002591291
GUR,guayaba roja,coca,3.6289836409256653,6.636156327,16.10132892,0.9872737326421852,0.005610071
GUR,guayaba roja,coca,3.1060964323546836,6.125707446240259,13.289290795506076,0.993908433,0.000667891
GUR,guayaba roja,coca,2.7159768152364885,5.770794468547331,11.113658142240638,0.9949210039680026,0.000675564
PAT,patirroja,coca,2.894162687015818,7.3539232309303735,14.518011369993474,0.98761184,0.001877961
PAT,patirroja,coca,2.753698483963718,6.936285501740211,13.756690954974601,0.9933319973472532,0.001848582
PAT,patirroja,coca,3.4047183504195067,8.698192492089365,20.66469638407716,0.994052559,0.000308555
PAT,patirroja,coca,3.137962959798987,7.495701744999797,16.728324350694947,0.9948732880332454,0.001011769
PAT,patirroja,coca,2.6947892739882935,6.821165482340909,12.978571145905335,0.9922978618982196,0.000371757
PAT,patirroja,coca,2.8291565112303054,6.836182278,13.154583900428406,0.9905447111236542,0.000659991
PAT,patirroja,coca,2.9004376224253603,6.996225073946302,13.792793649085525,0.9913597958046289,0.000356308
PAT,patirroja,coca,2.9345961697029326,6.794879042,13.58784557691024,0.9913710522657583,0.00010648
PAT,patirroja,coca,2.9669532524069684,7.812067661424552,16.585858941771676,0.9929044300449144,0.000333773
PAT,patirroja,coca,2.684640686,5.987260061089364,11.066120028382556,0.9901338845415166,0.000114781
PAT,patirroja,coca,3.0800912743346887,7.319199862875369,15.797207324181272,0.990880853,0.000491088
PAT,patirroja,coca,3.0804250703574905,7.775098113512094,17.150924667912932,0.9909172818789039,0.000299475
PAT,patirroja,coca,2.8935342738833976,6.897043679909863,13.986259408596652,0.9915032176244071,0.000921305
PAT,patirroja,coca,2.553022591385293,5.839276348646833,10.074193012286287,0.9847517805328841,0.000259541
PAT,patirroja,coca,3.086506664847991,8.439146194970489,18.535107658319248,0.9912533248791957,0.000356254
PAT,patirroja,coca,2.604664160474874,6.520402472786415,11.714875523399314,0.9880850962056653,0.000994833
PAT,patirroja,coca,2.635855328549577,6.566647474485457,12.125399028160246,0.9895136289337482,0.000716457
PAT,patirroja,coca,2.718888652942436,6.269615121600255,11.286214339855633,0.9839811628339263,0.002859198
PAT,patirroja,coca,3.1063609648334394,8.516300537977955,18.358691585100132,0.9893290665552851,0.002131069
PAT,patirroja,coca,2.2980538692237653,6.173359428909498,9.583616078757132,0.9881534151997172,0.000619497
PER,peruana roja,coca,3.8408440369457786,7.523853008,20.306217780879706,0.9930950768526047,0.001037385
PER,peruana roja,coca,3.731141975059442,7.424538421729096,18.938277167772867,0.9928686914235461,0.000434738
PER,peruana roja,coca,4.021972688452299,8.484735731375071,23.654084835746744,0.9977015009833858,0.000562882
PER,peruana roja,coca,3.382682838134281,7.917149245488027,18.87146453309333,0.996506065,0.000791163
PER,peruana roja,coca,3.603430153235209,7.487350863914056,18.62119257002132,0.996528422,0.000181628
PER,peruana roja,coca,2.994282471559062,6.186608540398619,12.50564976826945,0.9906904312720615,0.001444853
PER,peruana roja,coca,3.569181792307865,8.329842092983327,20.742938592024984,0.9951655216123759,0.000160538
PER,peruana roja,coca,3.7654154232491024,8.198476520052203,22.101667908301806,0.996131002,0.000368389
PER,peruana roja,coca,3.6653087328467224,7.459461116624981,19.392206817794886,0.9962900186601832,0.000181876
PER,peruana roja,coca,3.847889879757954,9.182272392,24.788543253799617,0.9966730050187923,0.000216337
PER,peruana roja,coca,3.344754813673668,7.034064046949605,15.546845179516367,0.993481317,0.000411725
PER,peruana roja,coca,3.3800959782485362,7.217379334610243,17.118440294203992,0.9950906035680134,0.000928026
PER,peruana roja,coca,3.416715696472754,7.462984523052636,17.855064610548652,0.9949124208466257,0.002053798
PER,peruana roja,coca,3.782941381077781,8.017034141305745,20.927943653017337,0.9964946409058686,0.00055699
PER,peruana roja,coca,4.087934216259847,9.430371594035691,27.30475861,0.994686548,0.00176554
PER,peruana roja,coca,3.355875377918432,7.980289126766062,18.240743154631218,0.9933506709344009,0.00241505
PER,peruana roja,coca,3.5186790981124654,7.969405032229128,19.10765707060682,0.9924341211432463,0.000355834
PER,peruana roja,coca,3.1673660534191264,6.474714288829467,14.261111212271317,0.9956654940337041,0.000382664
PER,peruana roja,coca,3.983394812171765,8.671564315470413,24.22963751332918,0.9946725723486092,0.00277542
PER,peruana roja,coca,3.0301053506481734,6.790861821073129,14.271489442977781,0.9943016615590962,0.000669556
TIP,tingo pajarita,novogranatense,1.6543717787916208,3.600728532418925,4.167783909416812,0.986249972,0.000350542
TIP,tingo pajarita,novogranatense,1.9757501678769103,3.907143667662824,5.403176049343983,0.9923002926092752,0.00024047
TIP,tingo pajarita,novogranatense,2.237275876208072,4.625899139984985,7.082739914474132,0.9936506268229112,0.000379581
TIP,tingo pajarita,novogranatense,2.0067778038493236,4.152009363158132,5.516105837468331,0.9841782364858302,0.001011169
TIP,tingo pajarita,novogranatense,2.1362008068527754,4.478444865310873,6.6320178429004955,0.988632406,0.000977777
TIP,tingo pajarita,novogranatense,1.5714680033533748,3.2063464543572193,3.404012694,0.9840020641377865,0.000706691
TIP,tingo pajarita,novogranatense,1.8369118375172153,3.603069811307809,4.570484867970663,0.9890298954421146,0.000961929
TIP,tingo pajarita,novogranatense,2.217241604528568,4.749745189500782,7.198273409081139,0.9928960262039602,0.000164839
TIP,tingo pajarita,novogranatense,1.9949905789590296,4.540129029737136,6.222257761962737,0.9903826019464991,0.000600697
TIP,tingo pajarita,novogranatense,2.4869676139688197,5.134520589,8.759092346331727,0.992703947,0.000558838
TIP,tingo pajarita,novogranatense,1.8665567153325142,3.6608410336881265,4.641813443664432,0.980831788,0.00112911
TIP,tingo pajarita,novogranatense,1.8303170393122103,3.870523019103932,4.865504500746738,0.9894272201026522,0.001179838
TIP,tingo pajarita,novogranatense,2.2603511695840055,4.632901442024298,7.311441281082807,0.992072225,0.000580072
TIP,tingo pajarita,novogranatense,1.722643321907169,3.5622908124470953,4.216660066,0.9913894374213311,0.000336657
TIP,tingo pajarita,novogranatense,1.9855116013582146,4.1905094345830705,5.869193143758366,0.992337636,0.001302248
TIP,tingo pajarita,novogranatense,1.868897612558432,3.731173225,4.8051139453423275,0.9906924053442683,0.000659682
TIP,tingo pajarita,novogranatense,2.124629337083631,3.9158048984424116,5.659498565128615,0.9932713430920853,0.000831554
TIP,tingo pajarita,novogranatense,2.1646066470933603,4.301421458924978,6.443175484949279,0.9959392132729059,0.000248628
TIP,tingo pajarita,novogranatense,1.9384150141375978,3.9156726200084364,5.242883347371389,0.9939250082088251,0.001358773
TIP,tingo pajarita,novogranatense,2.2212868776283132,4.469609132743976,6.888535189083086,0.9938024881565491,0.002877982
TMA,tingo maria,coca,2.889092805071437,7.133482289761673,14.078934399969967,0.9868463931936841,0.000961749
TMA,tingo maria,coca,3.262202560154183,8.765385552286563,20.619946215948858,0.9927834745746711,0.000255235
TMA,tingo maria,coca,3.5194145781312836,8.902045992561057,21.75738932353852,0.9917716015738116,0.000184002
TMA,tingo maria,coca,3.4834714946404333,8.867011325,21.19169691565594,0.9895345735906741,0.000791587
TMA,tingo maria,coca,3.4761756298624347,9.009872912742438,21.96717283918997,0.9946389993872796,0.000584355
TMA,tingo maria,coca,2.976935449382637,8.355877836933598,16.99472613942271,0.9882010458257855,0.000156751
TMA,tingo maria,coca,3.6942961209737426,9.608376239647084,25.230956975188292,0.9946353495228664,0.000569308
TMA,tingo maria,coca,3.0718206541370545,8.095160066955335,17.81119576,0.9927698516205934,0.000687221
TMA,tingo maria,coca,3.348675719625305,8.006621685,18.78173565548741,0.9900333778485496,0.000334273
TMA,tingo maria,coca,3.415782813,9.173914582874286,22.090247989392537,0.9916896460094952,0.000230739
TMA,tingo maria,coca,2.941973327643117,7.3117490523609785,14.613191326944616,0.9877629427984614,0.004686506
TMA,tingo maria,coca,3.470143506369493,8.987167958,21.856469323897272,0.9942244304005954,0.000263377
TMA,tingo maria,coca,3.4250984730059253,8.925600500090475,21.42800258084162,0.9896036283623967,0.000302233
TMA,tingo maria,coca,4.017242621220683,10.09982627990064,28.26255507006772,0.9961976128805277,0.002167341
TMA,tingo maria,coca,3.4638477563009227,8.652340948227824,21.124417761626773,0.9917246974692108,0.000323135
TMA,tingo maria,coca,3.2973058646009914,8.592147027848947,17.380862400073966,0.9614179808814239,0.011249661181130856
TMA,tingo maria,coca,3.509593023530999,9.038254373612926,22.40978519371447,0.9890274209521726,0.001478246
TMA,tingo maria,coca,3.0178258445603348,7.109855504742613,15.092217063398948,0.992585357,0.000421777
TMA,tingo maria,coca,2.8570478658511265,7.498260622382248,15.12719302413143,0.9929052713045323,0.000455019
TMA,tingo maria,coca,3.585708392230287,9.500636709616558,23.745079463210914,0.9946015028732109,0.000360841
TPC,tingo pajarita caucana,novogranatense,1.3551916165878115,3.667467753915232,3.3107001093876534,0.9812953756515159,0.000802843
TPC,tingo pajarita caucana,novogranatense,1.9370576595736368,4.503910148979007,5.9975592906948805,0.9917697615486237,0.001302918
TPC,tingo pajarita caucana,novogranatense,2.0468111900335506,5.249319063463556,6.971286257,0.9840021593303184,0.001970771
TPC,tingo pajarita caucana,novogranatense,2.115261270293682,5.209226596693999,7.412925028137579,0.9907331840698752,0.000440721
TPC,tingo pajarita caucana,novogranatense,1.592391531418916,4.617395249062364,4.9796041746712945,0.9907111675287286,0.000213289
TPC,tingo pajarita caucana,novogranatense,1.8500418964136696,4.3837819308530115,5.368570764664128,0.9842985107569115,0.00058864
